date,stock_ticker,stock_name,etf_ticker,theme,report_date,filing_date,market_value,shares,source,record_status
2020-12-31,SNAP,Snap Inc.,PNQI,Internet,2020-10-31,2020-12-30,19587110.79,497261,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-12-31,TMO,Thermo Fisher Scientific Inc.,ARKG,Biotechnology,2020-10-30,2020-12-28,15944144,33700,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-12-31,TMO,Thermo Fisher Scientific Inc.,IHI,Healthcare Innovation,2020-09-30,2020-11-25,1061808798.88,2404894,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-12-31,TSLA,"Tesla, Inc.",ARKQ,Robotics,2020-10-30,2020-12-28,72724904.64,187416,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-12-31,TSLA,"Tesla, Inc.",ARKW,Internet,2020-10-30,2020-12-28,265954855.2,685380,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-12-31,TSLA,"Tesla, Inc.",GRID,Infrastructure,2020-09-30,2020-11-23,970420.62,2262,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-12-31,TSLA,"Tesla, Inc.",LIT,Battery,2020-10-31,2020-12-23,61110867.44,157486,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-12-31,TSLA,"Tesla, Inc.",PBW,Clean Energy,2020-10-31,2020-12-30,18448197.68,47542,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-12-31,TSLA,"Tesla, Inc.",QCLN,Clean Energy,2020-09-30,2020-11-24,36226462.42,84442,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-12-31,TSLA,"Tesla, Inc.",SMOG,Clean Energy,2020-09-30,2020-11-25,15044522.68,35068,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,AAPL,Apple Inc.,ARKG,Biotechnology,2020-10-30,2020-12-28,33093.44,304,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,AAPL,Apple Inc.,ARKQ,Robotics,2020-10-30,2020-12-28,7259546.82,66687,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,ABBV,AbbVie Inc.,XBI,Biotechnology,2020-09-30,2020-11-27,47526684.36,542604,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,ABT,Abbott Laboratories,IHI,Healthcare Innovation,2020-09-30,2020-11-25,1171395078.73,10763531,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,ACN,Accenture plc,CIBR,Cybersecurity,2020-09-30,2020-11-23,128678028.03,569397,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_target_universe_name_match
2021-01-31,ADBE,Adobe Inc.,ARKW,Internet,2020-10-30,2020-12-28,25707355.8,57498,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,ADBE,Adobe Inc.,IGV,Cloud Computing,2020-09-30,2020-11-25,446553189.62,910534,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,ADBE,Adobe Inc.,PNQI,Internet,2020-10-31,2020-12-30,33112226,74060,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,ADBE,Adobe Inc.,SKYY,Cloud Computing,2020-09-30,2020-11-23,96539183.78,196846,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,AMZN,"Amazon.com, Inc.",ARKQ,Robotics,2020-10-30,2020-12-28,11018188.35,3629,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,AMZN,"Amazon.com, Inc.",ARKW,Internet,2020-10-30,2020-12-28,40186481.4,13236,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,AMZN,"Amazon.com, Inc.",FDN,Internet,2020-09-30,2020-11-24,957453223.48,304076,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,AMZN,"Amazon.com, Inc.",PNQI,Internet,2020-10-31,2020-12-30,66907637.55,22037,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,AMZN,"Amazon.com, Inc.",SKYY,Cloud Computing,2020-09-30,2020-11-23,184402223.72,58564,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,APD,"Air Products and Chemicals, Inc.",PBW,Clean Energy,2020-10-31,2020-12-30,14049013.92,50858,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,AVGO,Broadcom Inc.,SMH,Semiconductor,2020-09-30,2020-11-25,133587036,366675,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,BABA,Alibaba Group Holding Limited,ARKW,Internet,2020-10-30,2020-12-28,52801558.24,173296,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,BABA,Alibaba Group Holding Limited,EMQQ,Internet,2020-11-30,2021-01-27,88522406.72,336127,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,BABA,Alibaba Group Holding Limited,PNQI,Internet,2020-10-31,2020-12-30,80721826.39,264931,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,BABA,Alibaba Group Holding Limited,SKYY,Cloud Computing,2020-09-30,2020-11-23,207008368.84,704158,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,CAT,Caterpillar Inc.,ARKQ,Robotics,2020-10-30,2020-12-28,22582219.5,143790,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,CSCO,"Cisco Systems, Inc.",CIBR,Cybersecurity,2020-09-30,2020-11-23,127458595.29,3235811,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,CSCO,"Cisco Systems, Inc.",FDN,Internet,2020-09-30,2020-11-24,438183380.31,11124229,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,CSCO,"Cisco Systems, Inc.",GRID,Infrastructure,2020-09-30,2020-11-23,1051397.88,26692,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,CSCO,"Cisco Systems, Inc.",HACK,Cybersecurity,2020-09-30,2020-11-13,51138894.69,1298271,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,CSCO,"Cisco Systems, Inc.",SKYY,Cloud Computing,2020-09-30,2020-11-23,125710585.26,3191434,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,D,"Dominion Energy, Inc.",NLR,Nuclear,2020-09-30,2020-11-25,1466440.47,18579,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,DE,Deere & Company,ARKQ,Robotics,2020-10-30,2020-12-28,28230843.15,124965,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,DE,Deere & Company,MOO,Agribusiness,2020-09-30,2020-11-25,44136063.09,199143,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,DE,Deere & Company,ROBO,Robotics,2020-10-31,2020-12-28,14568935.9,64490,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,DHR,Danaher Corporation,IHI,Healthcare Innovation,2020-09-30,2020-11-25,691889958.13,3213161,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,DHR,Danaher Corporation,PHO,Water,2020-10-31,2020-12-30,97657793,425450,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,DHR,Danaher Corporation,PIO,Water,2020-10-31,2020-12-30,18677899.34,81371,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,DUK,Duke Energy Corporation,NLR,Nuclear,2020-09-30,2020-11-25,1586552.4,17915,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,ECL,Ecolab Inc.,PHO,Water,2020-10-31,2020-12-30,81827898.9,445710,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,ECL,Ecolab Inc.,PIO,Water,2020-10-31,2020-12-30,15650680.32,85248,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,EXC,Exelon Corporation,NLR,Nuclear,2020-09-30,2020-11-25,1262542.56,35306,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,FB,"Meta Platforms, Inc.",ARKW,Internet,2020-10-30,2020-12-28,92825208,352800,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,FB,"Meta Platforms, Inc.",FDN,Internet,2020-09-30,2020-11-24,696079129.5,2657805,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,FB,"Meta Platforms, Inc.",PNQI,Internet,2020-10-31,2020-12-30,68238630.94,259354,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,GOOG,Alphabet Inc.,ARKQ,Robotics,2020-10-30,2020-12-28,34404316.24,21224,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,GOOG,Alphabet Inc.,FDN,Internet,2020-09-30,2020-11-24,792984605.6,540336,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,GOOG,Alphabet Inc.,PNQI,Internet,2020-10-31,2020-12-30,75432079.34,46534,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,GOOG,Alphabet Inc.,SKYY,Cloud Computing,2020-09-30,2020-11-23,181779833.6,124031,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,HON,Honeywell International Inc.,GRID,Infrastructure,2020-09-30,2020-11-23,992927.52,6032,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,HON,Honeywell International Inc.,PPA,Defense,2020-10-31,2020-12-30,46359032.55,281049,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,JD,"JD.com, Inc.",ARKQ,Robotics,2020-10-30,2020-12-28,28069700.08,344329,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,JD,"JD.com, Inc.",ARKW,Internet,2020-10-30,2020-12-28,28615476.48,351024,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,JD,"JD.com, Inc.",EMQQ,Internet,2020-11-30,2021-01-27,61598802,721720,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,JD,"JD.com, Inc.",PNQI,Internet,2020-10-31,2020-12-30,30722197.84,376867,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,MSFT,Microsoft Corporation,IGV,Cloud Computing,2020-09-30,2020-11-25,444125256.12,2111564,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,MSFT,Microsoft Corporation,SKYY,Cloud Computing,2020-09-30,2020-11-23,188490594.78,896166,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,NFLX,"Netflix, Inc.",ARKW,Internet,2020-10-30,2020-12-28,58962264.12,123938,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,NFLX,"Netflix, Inc.",FDN,Internet,2020-09-30,2020-11-24,499417963.28,998776,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,NFLX,"Netflix, Inc.",PNQI,Internet,2020-10-31,2020-12-30,34158132,71800,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,NGG,National Grid plc,GRID,Infrastructure,2020-09-30,2020-11-23,323187.53,28137,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_target_universe_name_match
2021-01-31,NVDA,NVIDIA Corporation,ARKQ,Robotics,2020-10-30,2020-12-28,8379229.68,16713,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,NVDA,NVIDIA Corporation,ARKW,Internet,2020-10-30,2020-12-28,27917228.88,55683,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,NVDA,NVIDIA Corporation,GRID,Infrastructure,2020-09-30,2020-11-23,1139809.32,2106,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,NVDA,NVIDIA Corporation,PSI,Semiconductor,2020-10-31,2020-12-30,13613428.08,27153,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,NVDA,NVIDIA Corporation,ROBO,Robotics,2020-10-31,2020-12-28,19340964.72,38577,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,NVDA,NVIDIA Corporation,SMH,Semiconductor,2020-09-30,2020-11-25,225091774.34,415897,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,NVS,Novartis AG,ARKG,Biotechnology,2020-10-30,2020-12-28,28017212.16,358827,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,ORCL,Oracle Corporation,GRID,Infrastructure,2020-09-30,2020-11-23,991975.2,16616,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,ORCL,Oracle Corporation,IGV,Cloud Computing,2020-09-30,2020-11-25,358546857,6005810,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,ORCL,Oracle Corporation,SKYY,Cloud Computing,2020-09-30,2020-11-23,210873116.1,3532213,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,PYPL,"PayPal Holdings, Inc.",ARKW,Internet,2020-10-30,2020-12-28,27752169.13,149101,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,PYPL,"PayPal Holdings, Inc.",FDN,Internet,2020-09-30,2020-11-24,513880839.05,2608135,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,RTX,Raytheon Technologies Corporation,PPA,Defense,2020-10-31,2020-12-30,35777705.04,658647,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,RTX,Raytheon Technologies Corporation,XAR,Defense,2020-09-30,2020-11-27,37274584.62,647803,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,SNAP,Snap Inc.,ARKW,Internet,2020-10-30,2020-12-28,77929569.9,1978410,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,SNAP,Snap Inc.,FDN,Internet,2020-09-30,2020-11-24,219777217.38,8417358,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,SNAP,Snap Inc.,IGV,Cloud Computing,2020-09-30,2020-11-25,72774366.42,2787222,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,SNAP,Snap Inc.,PNQI,Internet,2020-10-31,2020-12-30,19587110.79,497261,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,TMO,Thermo Fisher Scientific Inc.,ARKG,Biotechnology,2020-10-30,2020-12-28,15944144,33700,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,TMO,Thermo Fisher Scientific Inc.,IHI,Healthcare Innovation,2020-09-30,2020-11-25,1061808798.88,2404894,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,TSLA,"Tesla, Inc.",ARKQ,Robotics,2020-10-30,2020-12-28,72724904.64,187416,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,TSLA,"Tesla, Inc.",ARKW,Internet,2020-10-30,2020-12-28,265954855.2,685380,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,TSLA,"Tesla, Inc.",GRID,Infrastructure,2020-09-30,2020-11-23,970420.62,2262,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,TSLA,"Tesla, Inc.",LIT,Battery,2020-10-31,2020-12-23,61110867.44,157486,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,TSLA,"Tesla, Inc.",PBW,Clean Energy,2020-10-31,2020-12-30,18448197.68,47542,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,TSLA,"Tesla, Inc.",QCLN,Clean Energy,2020-09-30,2020-11-24,36226462.42,84442,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-01-31,TSLA,"Tesla, Inc.",SMOG,Clean Energy,2020-09-30,2020-11-25,15044522.68,35068,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,AAPL,Apple Inc.,ARKG,Biotechnology,2020-10-30,2020-12-28,33093.44,304,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,AAPL,Apple Inc.,ARKQ,Robotics,2020-10-30,2020-12-28,7259546.82,66687,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,ABBV,AbbVie Inc.,XBI,Biotechnology,2020-12-31,2021-02-26,64304143.8,600132,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,ABT,Abbott Laboratories,IHI,Healthcare Innovation,2020-12-31,2021-02-25,1207253491.97,11026153,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,ACN,Accenture plc,CIBR,Cybersecurity,2020-12-31,2021-02-24,171953236.95,658295,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_target_universe_name_match
2021-02-28,ADBE,Adobe Inc.,ARKW,Internet,2020-10-30,2020-12-28,25707355.8,57498,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,ADBE,Adobe Inc.,IGV,Cloud Computing,2020-12-31,2021-02-25,506243469.28,1012244,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,ADBE,Adobe Inc.,PNQI,Internet,2020-10-31,2020-12-30,33112226,74060,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,ADBE,Adobe Inc.,SKYY,Cloud Computing,2020-12-31,2021-02-24,116786522.04,233517,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,AMZN,"Amazon.com, Inc.",ARKQ,Robotics,2020-10-30,2020-12-28,11018188.35,3629,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,AMZN,"Amazon.com, Inc.",ARKW,Internet,2020-10-30,2020-12-28,40186481.4,13236,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,AMZN,"Amazon.com, Inc.",FDN,Internet,2020-12-31,2021-02-19,1112609628.09,341613,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,AMZN,"Amazon.com, Inc.",PNQI,Internet,2020-10-31,2020-12-30,66907637.55,22037,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,AMZN,"Amazon.com, Inc.",SKYY,Cloud Computing,2020-12-31,2021-02-24,229730814.48,70536,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,APD,"Air Products and Chemicals, Inc.",PBW,Clean Energy,2020-10-31,2020-12-30,14049013.92,50858,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,AVGO,Broadcom Inc.,SMH,Semiconductor,2020-12-31,2021-02-23,197859160.8,451888,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,BABA,Alibaba Group Holding Limited,ARKW,Internet,2020-10-30,2020-12-28,52801558.24,173296,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,BABA,Alibaba Group Holding Limited,EMQQ,Internet,2020-11-30,2021-01-27,88522406.72,336127,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,BABA,Alibaba Group Holding Limited,PNQI,Internet,2020-10-31,2020-12-30,80721826.39,264931,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,BABA,Alibaba Group Holding Limited,SKYY,Cloud Computing,2020-12-31,2021-02-24,197470939.54,848498,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,CAT,Caterpillar Inc.,ARKQ,Robotics,2020-10-30,2020-12-28,22582219.5,143790,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,CSCO,"Cisco Systems, Inc.",CIBR,Cybersecurity,2020-12-31,2021-02-24,170573798.75,3811705,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,CSCO,"Cisco Systems, Inc.",FDN,Internet,2020-12-31,2021-02-19,482888658,10790808,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,CSCO,"Cisco Systems, Inc.",GRID,Infrastructure,2020-12-31,2021-02-24,2665981.25,59575,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,CSCO,"Cisco Systems, Inc.",HACK,Cybersecurity,2020-12-31,2021-02-25,62834504.25,1404123,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,CSCO,"Cisco Systems, Inc.",SKYY,Cloud Computing,2020-12-31,2021-02-24,154964282.75,3462889,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,D,"Dominion Energy, Inc.",NLR,Nuclear,2020-12-31,2021-02-10,1403984,18670,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,DE,Deere & Company,ARKQ,Robotics,2020-10-30,2020-12-28,28230843.15,124965,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,DE,Deere & Company,MOO,Agribusiness,2020-12-31,2021-02-10,64712444.1,240522,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,DE,Deere & Company,ROBO,Robotics,2020-10-31,2020-12-28,14568935.9,64490,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,DHR,Danaher Corporation,IHI,Healthcare Innovation,2020-12-31,2021-02-25,716999056.6,3227690,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,DHR,Danaher Corporation,PHO,Water,2020-10-31,2020-12-30,97657793,425450,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,DHR,Danaher Corporation,PIO,Water,2020-10-31,2020-12-30,18677899.34,81371,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,DUK,Duke Energy Corporation,NLR,Nuclear,2020-12-31,2021-02-10,1386493.08,15143,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,ECL,Ecolab Inc.,PHO,Water,2020-10-31,2020-12-30,81827898.9,445710,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,ECL,Ecolab Inc.,PIO,Water,2020-10-31,2020-12-30,15650680.32,85248,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,EXC,Exelon Corporation,NLR,Nuclear,2020-12-31,2021-02-10,1244265.62,29471,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,FB,"Meta Platforms, Inc.",ARKW,Internet,2020-10-30,2020-12-28,92825208,352800,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,FB,"Meta Platforms, Inc.",FDN,Internet,2020-12-31,2021-02-19,773366767.76,2831186,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,FB,"Meta Platforms, Inc.",PNQI,Internet,2020-10-31,2020-12-30,68238630.94,259354,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-02-28,GOOG,Alphabet Inc.,ARKQ,Robotics,2020-10-30,2020-12-28,34404316.24,21224,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
